0.0000,0.2222,0.6250,0.0678,0.0417
0.0000,0.1667,0.4167,0.0678,0.0417
0.0000,0.1111,0.5000,0.0508,0.0417
0.0000,0.0833,0.4583,0.0847,0.0417
0.0000,0.1944,0.6667,0.0678,0.0417
0.0000,0.3056,0.7917,0.1186,0.1250
0.0000,0.0833,0.5833,0.0678,0.0833
0.0000,0.1944,0.5833,0.0847,0.0417
0.0000,0.0278,0.3750,0.0678,0.0417
0.0000,0.1667,0.4583,0.0847,0.0000
0.0000,0.3056,0.7083,0.0847,0.0417
0.0000,0.1389,0.5833,0.1017,0.0417
0.0000,0.1389,0.4167,0.0678,0.0000
0.0000,0.0000,0.4167,0.0169,0.0000
0.0000,0.4167,0.8333,0.0339,0.0417
0.0000,0.3889,1.0000,0.0847,0.1250
0.0000,0.3056,0.7917,0.0508,0.1250
0.0000,0.2222,0.6250,0.0678,0.0833
0.0000,0.3889,0.7500,0.1186,0.0833
0.0000,0.2222,0.7500,0.0847,0.0833
0.0000,0.3056,0.5833,0.1186,0.0417
0.0000,0.2222,0.7083,0.0847,0.1250
0.0000,0.0833,0.6667,0.0000,0.0417
0.0000,0.2222,0.5417,0.1186,0.1667
0.0000,0.1389,0.5833,0.1525,0.0417
0.0000,0.1944,0.4167,0.1017,0.0417
0.0000,0.1944,0.5833,0.1017,0.1250
0.0000,0.2500,0.6250,0.0847,0.0417
0.0000,0.2500,0.5833,0.0678,0.0417
0.0000,0.1111,0.5000,0.1017,0.0417
0.0000,0.1389,0.4583,0.1017,0.0417
0.0000,0.3056,0.5833,0.0847,0.1250
0.0000,0.2500,0.8750,0.0847,0.0000
0.0000,0.3333,0.9167,0.0678,0.0417
0.0000,0.1667,0.4583,0.0847,0.0000
0.0000,0.1944,0.5000,0.0339,0.0417
0.0000,0.3333,0.6250,0.0508,0.0417
0.0000,0.1667,0.4583,0.0847,0.0000
0.0000,0.0278,0.4167,0.0508,0.0417
0.0000,0.2222,0.5833,0.0847,0.0417
0.0000,0.1944,0.6250,0.0508,0.0833
0.0000,0.0556,0.1250,0.0508,0.0833
0.0000,0.0278,0.5000,0.0508,0.0417
0.0000,0.1944,0.6250,0.1017,0.2083
0.0000,0.2222,0.7500,0.1525,0.1250
0.0000,0.1389,0.4167,0.0678,0.0833
0.0000,0.2222,0.7500,0.1017,0.0417
0.0000,0.0833,0.5000,0.0678,0.0417
0.0000,0.2778,0.7083,0.0847,0.0417
0.0000,0.1944,0.5417,0.0678,0.0417
1.0000,0.7500,0.5000,0.6271,0.5417
1.0000,0.5833,0.5000,0.5932,0.5833
1.0000,0.7222,0.4583,0.6610,0.5833
1.0000,0.3333,0.1250,0.5085,0.5000
1.0000,0.6111,0.3333,0.6102,0.5833
1.0000,0.3889,0.3333,0.5932,0.5000
1.0000,0.5556,0.5417,0.6271,0.6250
1.0000,0.1667,0.1667,0.3898,0.3750
1.0000,0.6389,0.3750,0.6102,0.5000
1.0000,0.2500,0.2917,0.4915,0.5417
1.0000,0.1944,0.0000,0.4237,0.3750
1.0000,0.4444,0.4167,0.5424,0.5833
1.0000,0.4722,0.0833,0.5085,0.3750
1.0000,0.5000,0.3750,0.6271,0.5417
1.0000,0.3611,0.3750,0.4407,0.5000
1.0000,0.6667,0.4583,0.5763,0.5417
1.0000,0.3611,0.4167,0.5932,0.5833
1.0000,0.4167,0.2917,0.5254,0.3750
1.0000,0.5278,0.0833,0.5932,0.5833
1.0000,0.3611,0.2083,0.4915,0.4167
1.0000,0.4444,0.5000,0.6441,0.7083
1.0000,0.5000,0.3333,0.5085,0.5000
1.0000,0.5556,0.2083,0.6610,0.5833
1.0000,0.5000,0.3333,0.6271,0.4583
1.0000,0.5833,0.3750,0.5593,0.5000
1.0000,0.6389,0.4167,0.5763,0.5417
1.0000,0.6944,0.3333,0.6441,0.5417
1.0000,0.6667,0.4167,0.6780,0.6667
1.0000,0.4722,0.3750,0.5932,0.5833
1.0000,0.3889,0.2500,0.4237,0.3750
1.0000,0.3333,0.1667,0.4746,0.4167
1.0000,0.3333,0.1667,0.4576,0.3750
1.0000,0.4167,0.2917,0.4915,0.4583
1.0000,0.4722,0.2917,0.6949,0.6250
1.0000,0.3056,0.4167,0.5932,0.5833
1.0000,0.4722,0.5833,0.5932,0.6250
1.0000,0.6667,0.4583,0.6271,0.5833
1.0000,0.5556,0.1250,0.5763,0.5000
1.0000,0.3611,0.4167,0.5254,0.5000
1.0000,0.3333,0.2083,0.5085,0.5000
1.0000,0.3333,0.2500,0.5763,0.4583
1.0000,0.5000,0.4167,0.6102,0.5417
1.0000,0.4167,0.2500,0.5085,0.4583
1.0000,0.1944,0.1250,0.3898,0.3750
1.0000,0.3611,0.2917,0.5424,0.5000
1.0000,0.3889,0.4167,0.5424,0.4583
1.0000,0.3889,0.3750,0.5424,0.5000
1.0000,0.5278,0.3750,0.5593,0.5000
1.0000,0.2222,0.2083,0.3390,0.4167
1.0000,0.3889,0.3333,0.5254,0.5000
2.0000,0.5556,0.5417,0.8475,1.0000
2.0000,0.4167,0.2917,0.6949,0.7500
2.0000,0.7778,0.4167,0.8305,0.8333
2.0000,0.5556,0.3750,0.7797,0.7083
2.0000,0.6111,0.4167,0.8136,0.8750
2.0000,0.9167,0.4167,0.9492,0.8333
2.0000,0.1667,0.2083,0.5932,0.6667
2.0000,0.8333,0.3750,0.8983,0.7083
2.0000,0.6667,0.2083,0.8136,0.7083
2.0000,0.8056,0.6667,0.8644,1.0000
2.0000,0.6111,0.5000,0.6949,0.7917
2.0000,0.5833,0.2917,0.7288,0.7500
2.0000,0.6944,0.4167,0.7627,0.8333
2.0000,0.3889,0.2083,0.6780,0.7917
2.0000,0.4167,0.3333,0.6949,0.9583
2.0000,0.5833,0.5000,0.7288,0.9167
2.0000,0.6111,0.4167,0.7627,0.7083
2.0000,0.9444,0.7500,0.9661,0.8750
2.0000,0.9444,0.2500,1.0000,0.9167
2.0000,0.4722,0.0833,0.6780,0.5833
2.0000,0.7222,0.5000,0.7966,0.9167
2.0000,0.3611,0.3333,0.6610,0.7917
2.0000,0.9444,0.3333,0.9661,0.7917
2.0000,0.5556,0.2917,0.6610,0.7083
2.0000,0.6667,0.5417,0.7966,0.8333
2.0000,0.8056,0.5000,0.8475,0.7083
2.0000,0.5278,0.3333,0.6441,0.7083
2.0000,0.5000,0.4167,0.6610,0.7083
2.0000,0.5833,0.3333,0.7797,0.8333
2.0000,0.8056,0.4167,0.8136,0.6250
2.0000,0.8611,0.3333,0.8644,0.7500
2.0000,1.0000,0.7500,0.9153,0.7917
2.0000,0.5833,0.3333,0.7797,0.8750
2.0000,0.5556,0.3333,0.6949,0.5833
2.0000,0.5000,0.2500,0.7797,0.5417
2.0000,0.9444,0.4167,0.8644,0.9167
2.0000,0.5556,0.5833,0.7797,0.9583
2.0000,0.5833,0.4583,0.7627,0.7083
2.0000,0.4722,0.4167,0.6441,0.7083
2.0000,0.7222,0.4583,0.7458,0.8333
2.0000,0.6667,0.4583,0.7797,0.9583
2.0000,0.7222,0.4583,0.6949,0.9167
2.0000,0.4167,0.2917,0.6949,0.7500
2.0000,0.6944,0.5000,0.8305,0.9167
2.0000,0.6667,0.5417,0.7966,1.0000
2.0000,0.6667,0.4167,0.7119,0.9167
2.0000,0.5556,0.2083,0.6780,0.7500
2.0000,0.6111,0.4167,0.7119,0.7917
2.0000,0.5278,0.5833,0.7458,0.9167
2.0000,0.4444,0.4167,0.6949,0.7083
