1, 13870, 1, 0, 0, 0, 18, 961
2, 30041, 1, 0, 0, 0, 27, 938
3, 17121, 0, 0, 0, 0, 10, -32
4, 98899, 1, 3, 0, 0, 98, 797
5, 74683, 1, 3, 0, 0, 65, 853
6, 6110, 0, 0, 0, 0, 5, -16
7, 88583, 1, 8, 0, 0, 73, 912
8, 98820, 1, 5, 0, 0, 101, 785
9, 67218, 1, 0, 0, 0, 60, 838
10, 17052, 0, 0, 0, 0, 10, -28
11, 109761, 1, 5, 0, 0, 77, 901
12, 109075, 1, 8, 0, 0, 94, 861
13, 33121, 0, 0, 0, 0, 18, -51
14, 109560, 1, 0, 0, 0, 72, 798
15, 17609, 0, 0, 0, 0, 14, -38
16, 6014, 0, 0, 0, 0, 7, -23
17, 129061, 1, 4, 0, 0, 85, 828
18, 960, 1, 0, 0, 0, 4, 994
19, 5795, 1, 0, 0, 0, 16, 972
20, 32871, 1, 0, 0, 0, 44, 890
