1, 13419, 0, 0, 0, 0, 11, -34
2, 97527, 1, 8, 0, 0, 186, 725
3, 68311, 1, 0, 0, 0, 42, 901
4, 8567, 0, 0, 0, 0, 9, -27
5, 99006, 1, 0, 0, 0, 78, 808
6, 41450, 0, 0, 0, 0, 14, -40
7, 180642, 1, 0, 0, 0, 120, 749
8, 94712, 1, 11, 0, 0, 93, 928
9, 2774, 1, 0, 0, 0, 10, 986
10, 182526, 1, 9, 0, 0, 138, 746
11, 121254, 1, 10, 0, 0, 180, 690
12, 164077, 1, 0, 0, 0, 151, 654
13, 71173, 1, 0, 0, 0, 76, 840
14, 104179, 1, 0, 0, 0, 91, 764
15, 31803, 1, 0, 0, 0, 24, 946
16, 6014, 0, 0, 0, 0, 7, -23
17, 60866, 1, 8, 0, 0, 218, 662
18, 192015, 1, 9, 0, 0, 190, 636
19, 174272, 1, 5, 0, 0, 207, 500
20, 131661, 1, 9, 0, 0, 155, 784
