4, 5, 1, 9, 1, 1, 19, 1, 1, 1, 1
3, 4, 2, 7, 1, 18, 1, 8, 2, 1, 1
3, 4, 1, 7, 1, 19, 1, 8, 3, 1, 1
1, 2, 2, 9, 4, 15, 7, 8, 4, 1, 1
4, 5, 1, 9, 2, 9, 19, 1, 6, 1, 1
0, 1, 6, 8, 9, 9, 18, 5, 7, 1, 1
0, 1, 12, 8, 9, 5, 15, 5, 8, 1, 1
1, 2, 5, 7, 9, 9, 18, 7, 9, 1, 1
1, 2, 5, 7, 9, 8, 18, 5, 9, 1, 1
1, 2, 7, 8, 9, 10, 2, 6, 10, 1, 1
1, 2, 7, 7, 9, 9, 18, 5, 10, 1, 1
1, 2, 7, 6, 9, 9, 19, 7, 10, 1, 1
1, 2, 5, 7, 9, 9, 18, 7, 10, 1, 1
1, 2, 7, 8, 9, 8, 11, 6, 10, 1, 1
1, 2, 5, 7, 9, 9, 18, 7, 10, 1, 1
1, 2, 5, 6, 9, 16, 12, 7, 10, 1, 1
1, 2, 5, 6, 9, 14, 18, 7, 10, 1, 1
1, 2, 7, 8, 9, 9, 11, 5, 10, 1, 1
1, 2, 7, 7, 9, 9, 18, 6, 10, 1, 1
1, 2, 4, 7, 9, 8, 18, 5, 10, 1, 1
0, 1, 12, 8, 9, 5, 18, 5, 10, 1, 1
1, 2, 7, 8, 9, 9, 10, 6, 10, 1, 1
1, 2, 7, 7, 9, 9, 18, 5, 10, 1, 1
0, 1, 12, 7, 9, 5, 18, 5, 11, 1, 1
1, 2, 7, 7, 9, 8, 18, 5, 11, 1, 1
1, 2, 7, 7, 9, 5, 18, 7, 11, 1, 1
1, 2, 7, 7, 9, 9, 18, 5, 11, 1, 1
1, 2, 7, 7, 9, 9, 11, 7, 11, 1, 1
1, 2, 14, 7, 9, 5, 16, 5, 11, 1, 1
1, 2, 6, 7, 9, 8, 18, 5, 11, 1, 1
1, 2, 14, 8, 9, 5, 11, 5, 11, 1, 1
0, 1, 12, 7, 9, 5, 18, 5, 11, 1, 1
1, 2, 7, 7, 9, 10, 15, 7, 11, 1, 1
1, 2, 6, 7, 9, 8, 15, 5, 11, 1, 1
1, 2, 5, 7, 6, 8, 18, 5, 11, 1, 1
0, 1, 12, 7, 9, 5, 11, 5, 11, 1, 1
0, 1, 12, 7, 9, 5, 18, 5, 11, 1, 1
1, 2, 7, 6, 5, 8, 18, 7, 11, 1, 1
1, 2, 6, 7, 9, 8, 18, 5, 11, 1, 1
1, 2, 14, 7, 9, 5, 10, 5, 11, 1, 1
0, 1, 15, 8, 9, 5, 2, 5, 11, 1, 1
2, 3, 6, 7, 8, 5, 13, 5, 11, 1, 1
2, 3, 6, 7, 9, 5, 13, 5, 11, 1, 1
0, 1, 12, 6, 9, 5, 18, 5, 13, 1, 1
1, 2, 14, 7, 9, 5, 11, 5, 13, 1, 1
0, 1, 8, 7, 9, 5, 18, 5, 13, 1, 1
0, 1, 9, 7, 9, 5, 18, 5, 13, 1, 1
0, 1, 13, 7, 9, 6, 12, 5, 13, 1, 1
1, 2, 14, 7, 9, 5, 11, 5, 13, 1, 1
0, 1, 14, 7, 9, 5, 18, 5, 13, 1, 1
0, 1, 13, 7, 9, 5, 18, 5, 13, 1, 1
0, 1, 12, 6, 9, 5, 18, 5, 13, 1, 1
1, 2, 21, 7, 9, 5, 15, 5, 13, 1, 1
2, 3, 7, 3, 9, 5, 18, 5, 13, 1, 1
0, 1, 12, 7, 9, 5, 18, 6, 13, 1, 1
0, 1, 12, 6, 9, 8, 18, 5, 13, 1, 1
1, 2, 7, 6, 3, 9, 18, 7, 13, 1, 1
0, 1, 12, 6, 9, 5, 18, 5, 13, 1, 1
0, 1, 12, 6, 9, 5, 18, 5, 13, 1, 1
0, 1, 3, 7, 9, 5, 15, 5, 13, 1, 1
2, 3, 7, 7, 7, 5, 18, 5, 13, 1, 1
0, 1, 13, 7, 7, 5, 15, 5, 13, 1, 1
0, 1, 12, 6, 9, 5, 18, 6, 13, 1, 1
2, 2, 12, 8, 9, 5, 15, 5, 13, 1, 1
1, 2, 14, 7, 9, 8, 6, 5, 13, 1, 1
1, 2, 7, 7, 9, 5, 15, 5, 13, 1, 1
0, 1, 12, 6, 9, 5, 18, 5, 13, 1, 1
2, 3, 7, 7, 7, 5, 12, 5, 13, 1, 1
0, 1, 13, 6, 9, 5, 18, 6, 13, 1, 1
0, 1, 12, 6, 9, 5, 18, 5, 13, 1, 1
0, 1, 13, 6, 9, 5, 18, 5, 13, 1, 1
0, 1, 20, 8, 9, 5, 2, 4, 13, 1, 1
0, 1, 13, 6, 9, 5, 18, 5, 13, 1, 1
0, 1, 15, 8, 9, 5, 12, 5, 13, 1, 1
0, 1, 13, 6, 9, 5, 18, 6, 13, 1, 1
2, 3, 13, 8, 9, 9, 2, 5, 13, 1, 1
2, 3, 7, 7, 9, 5, 12, 5, 13, 1, 1
5, 7, 22, 8, 6, 5, 9, 5, 13, 1, 1
0, 1, 15, 8, 9, 5, 2, 5, 13, 1, 1
0, 1, 14, 8, 6, 5, 2, 5, 13, 1, 1
2, 3, 13, 8, 9, 3, 18, 5, 13, 1, 1
5, 7, 7, 2, 1, 5, 19, 8, 13, 1, 1
2, 3, 14, 7, 6, 9, 2, 5, 13, 1, 1
0, 1, 15, 9, 9, 1, 2, 2, 13, 1, 1
0, 1, 15, 8, 9, 5, 2, 5, 13, 1, 1
0, 1, 14, 8, 3, 5, 18, 5, 13, 1, 1
0, 1, 14, 7, 3, 5, 18, 5, 13, 1, 1
0, 1, 21, 9, 9, 5, 2, 5, 13, 1, 1
1, 2, 11, 5, 3, 9, 18, 7, 13, 1, 1
4, 5, 14, 9, 2, 9, 10, 1, 13, 1, 1
4, 5, 14, 8, 2, 9, 13, 1, 14, 1, 1
0, 1, 19, 8, 9, 5, 2, 5, 14, 1, 1
2, 3, 20, 9, 9, 5, 2, 1, 14, 1, 1
4, 4, 15, 8, 2, 9, 8, 1, 14, 1, 1
0, 1, 21, 9, 9, 1, 2, 5, 14, 1, 1
0, 1, 21, 9, 9, 1, 2, 5, 14, 1, 1
2, 3, 20, 8, 9, 2, 2, 5, 14, 1, 1
0, 1, 21, 9, 9, 5, 1, 1, 14, 1, 1
0, 1, 21, 8, 9, 5, 2, 5, 14, 1, 1
5, 7, 21, 9, 2, 15, 1, 7, 14, 1, 1
4, 5, 15, 8, 2, 5, 15, 1, 14, 1, 1
4, 5, 14, 9, 2, 9, 11, 1, 14, 1, 1
0, 1, 21, 7, 9, 5, 2, 5, 14, 1, 1
3, 4, 15, 6, 2, 11, 14, 5, 14, 1, 1
3, 4, 7, 7, 1, 10, 19, 8, 14, 1, 1
1, 2, 23, 8, 4, 5, 1, 5, 15, 1, 1
4, 5, 15, 9, 1, 15, 15, 1, 15, 1, 1
1, 2, 14, 8, 1, 1, 19, 1, 15, 1, 1
1, 2, 21, 8, 2, 5, 3, 5, 15, 1, 1
4, 5, 15, 9, 1, 2, 19, 1, 15, 1, 1
3, 4, 15, 7, 1, 9, 18, 5, 17, 1, 1
3, 4, 20, 1, 2, 9, 18, 5, 17, 1, 1
3, 4, 15, 6, 1, 9, 19, 5, 17, 1, 1
3, 4, 20, 1, 2, 9, 19, 5, 17, 1, 1
1, 2, 24, 8, 4, 4, 1, 5, 17, 1, 1
3, 4, 22, 8, 1, 9, 5, 5, 17, 1, 1
3, 4, 16, 7, 1, 5, 5, 5, 17, 1, 1
1, 2, 24, 6, 1, 5, 2, 5, 18, 1, 1
1, 2, 24, 1, 1, 5, 18, 1, 18, 1, 1
1, 2, 24, 1, 1, 5, 18, 1, 18, 1, 1
0, 1, 15, 8, 9, 5, 2, 5, 13, 2, 1
1, 2, 14, 7, 4, 8, 18, 5, 13, 3, 1
5, 7, 6, 9, 1, 18, 18, 4, 13, 8, 1
5, 7, 7, 9, 1, 18, 18, 1, 14, 8, 1
5, 7, 2, 9, 1, 18, 19, 1, 13, 8, 1
5, 7, 2, 9, 1, 18, 19, 1, 12, 8, 1
5, 7, 2, 9, 1, 18, 18, 3, 13, 8, 1
5, 7, 10, 9, 1, 18, 18, 1, 13, 8, 1
5, 7, 6, 9, 1, 18, 19, 1, 13, 8, 1
0, 1, 15, 8, 9, 5, 2, 5, 13, 8, 1
5, 7, 6, 8, 2, 9, 18, 1, 13, 8, 1
5, 7, 6, 9, 1, 18, 12, 5, 13, 8, 1
5, 5, 1, 8, 4, 10, 18, 8, 1, 8, 1
5, 7, 7, 9, 1, 12, 18, 1, 13, 8, 1
5, 7, 11, 9, 1, 10, 18, 1, 13, 8, 1
5, 7, 7, 9, 1, 14, 19, 1, 13, 8, 1
5, 7, 7, 9, 1, 15, 18, 1, 13, 8, 1
5, 6, 14, 9, 5, 17, 1, 8, 1, 8, 1
5, 7, 16, 9, 1, 15, 19, 1, 13, 8, 1
5, 7, 7, 9, 1, 15, 19, 1, 13, 8, 1
5, 7, 22, 9, 2, 5, 1, 5, 13, 8, 1
5, 7, 7, 9, 1, 15, 18, 1, 11, 8, 1
3, 3, 2, 8, 2, 19, 1, 8, 1, 8, 1
5, 7, 14, 9, 1, 10, 18, 8, 1, 9, 1
5, 7, 3, 8, 1, 18, 18, 5, 14, 8, 1
0, 1, 22, 7, 9, 5, 2, 5, 14, 1, 2
5, 7, 3, 9, 1, 18, 19, 5, 13, 8, 2
0, 1, 12, 6, 9, 5, 19, 5, 13, 1, 2
0, 1, 11, 7, 9, 9, 15, 5, 13, 1, 3
0, 1, 21, 8, 9, 5, 2, 5, 14, 1, 3
5, 7, 7, 9, 1, 15, 19, 1, 13, 8, 3
1, 2, 21, 9, 1, 5, 13, 5, 17, 1, 3
5, 7, 7, 9, 1, 15, 18, 1, 13, 8, 4
1, 2, 5, 7, 9, 9, 18, 7, 11, 1, 4
1, 2, 7, 6, 9, 13, 18, 6, 11, 1, 5
2, 3, 13, 8, 7, 9, 2, 5, 13, 1, 5
0, 1, 13, 7, 3, 5, 18, 5, 13, 1, 5
5, 7, 6, 9, 1, 18, 19, 4, 13, 7, 5
5, 7, 5, 9, 1, 18, 18, 1, 13, 8, 5
1, 2, 7, 7, 9, 9, 12, 7, 11, 1, 5
1, 2, 14, 7, 9, 7, 7, 5, 11, 1, 6
2, 3, 7, 7, 9, 5, 14, 5, 13, 1, 6
0, 1, 24, 8, 9, 5, 2, 1, 14, 1, 6
1, 2, 24, 8, 1, 5, 1, 5, 18, 1, 6
0, 1, 12, 7, 9, 5, 17, 5, 11, 1, 6
0, 1, 12, 7, 9, 5, 18, 5, 13, 1, 6
0, 1, 15, 7, 6, 5, 7, 5, 13, 1, 6
0, 1, 20, 8, 9, 5, 2, 5, 14, 1, 6
1, 1, 5, 9, 9, 9, 2, 5, 5, 1, 6
1, 2, 14, 7, 9, 5, 18, 5, 13, 1, 6
1, 2, 14, 7, 9, 9, 11, 5, 13, 1, 6
1, 2, 6, 8, 9, 5, 18, 5, 10, 1, 6
1, 2, 14, 8, 9, 5, 11, 5, 11, 1, 6
0, 1, 12, 6, 9, 5, 18, 5, 13, 1, 6
1, 2, 13, 8, 9, 9, 2, 5, 11, 1, 6
1, 2, 14, 7, 9, 5, 7, 6, 13, 1, 6
0, 1, 14, 7, 7, 5, 14, 5, 13, 1, 6
0, 1, 20, 7, 9, 5, 3, 5, 14, 1, 6
0, 1, 22, 8, 9, 1, 2, 5, 14, 1, 6
0, 1, 12, 7, 9, 5, 18, 5, 13, 1, 6
2, 3, 7, 7, 9, 9, 11, 5, 13, 1, 6
0, 1, 20, 7, 9, 5, 4, 5, 14, 1, 6
0, 1, 20, 7, 9, 5, 7, 5, 14, 1, 6
1, 2, 18, 8, 2, 7, 2, 5, 14, 1, 6
1, 2, 14, 7, 9, 5, 18, 5, 13, 2, 6
1, 2, 17, 8, 2, 9, 2, 5, 14, 6, 6
1, 2, 16, 8, 2, 9, 2, 5, 14, 1, 6
1, 2, 5, 7, 8, 9, 18, 5, 13, 1, 6
0, 1, 12, 6, 9, 8, 15, 5, 13, 1, 6
1, 2, 14, 6, 3, 5, 19, 5, 14, 1, 6
1, 2, 7, 7, 9, 9, 18, 6, 10, 1, 6
1, 2, 14, 7, 9, 5, 7, 6, 13, 1, 6
0, 1, 12, 6, 9, 5, 18, 5, 13, 2, 6
1, 2, 7, 6, 3, 8, 18, 5, 13, 3, 6
0, 1, 5, 7, 9, 6, 18, 7, 11, 1, 6
0, 1, 5, 6, 9, 9, 18, 7, 11, 1, 6
1, 2, 7, 7, 4, 5, 18, 5, 13, 1, 6
1, 2, 12, 4, 5, 5, 19, 6, 13, 1, 6
0, 1, 12, 5, 2, 5, 19, 5, 13, 1, 6
1, 2, 24, 5, 1, 5, 1, 5, 18, 1, 6
2, 3, 15, 8, 9, 5, 12, 5, 13, 4, 6
1, 2, 7, 6, 9, 8, 18, 7, 11, 1, 6
0, 1, 5, 6, 9, 9, 18, 6, 11, 1, 6
1, 2, 13, 7, 9, 5, 7, 5, 13, 1, 6
3, 4, 20, 7, 1, 8, 19, 5, 16, 1, 6
1, 2, 24, 1, 1, 16, 1, 5, 18, 10, 6
1, 2, 7, 7, 9, 9, 11, 6, 10, 1, 6
0, 1, 13, 6, 9, 5, 18, 6, 13, 1, 6
0, 1, 1, 7, 9, 5, 18, 6, 13, 1, 6
1, 2, 14, 8, 9, 5, 2, 5, 11, 1, 6
1, 2, 24, 1, 1, 13, 3, 8, 17, 1, 6
1, 2, 14, 6, 9, 5, 11, 6, 13, 1, 6
2, 3, 21, 9, 9, 5, 2, 5, 13, 1, 6
3, 4, 16, 6, 2, 16, 3, 8, 14, 5, 7
